Name,Branch,Age,Education,Income_K,Deposit
"Box, Johannah",Kent,49,3. Some College,61.5,8108.49
"Flores, Shauni",Fairlawn,40,2. HS Grad,68,8569.2
"Lucero, Marissa",Fairlawn,55,5. Advanced Degree,66,6864.28
"Smith, Susie",Fairlawn,30,2. HS Grad,54.4,5015.6
"Lee, Marco",Solon,47,4. College Grad,39.8,3265.08
"Bretz, Audrey",Akron,36,5. Advanced Degree,108.2,14382.21
"Johnson, Rheanna",Akron,50,4. College Grad,59.5,6613.86
"Bhandary, Jacob",Stow,51,3. Some College,62.8,5701.3
"Nichols, Nohelia",Fairlawn,55,5. Advanced Degree,97.1,13395.25
"Brooks, Shaunyce",Solon,36,3. Some College,103.4,12246.11
"Gashwazra, Randy",Fairlawn,29,2. HS Grad,52,5642.73
"Scannell, Guled",Solon,26,2. HS Grad,29.7,2607.13
"Steinbach, Rebecca",Kent,20,2. HS Grad,37.3,3889.1
"Copeland, Denisse",Akron,50,4. College Grad,100.1,10946.86
"Cordova, David",Stow,41,3. Some College,43.2,4421.74
"Declouet, Rustin",Akron,61,2. HS Grad,41.6,3701.2
"Wertheimer, Jasmine",Akron,57,1. < HS Grad,28.2,2727.8
"Beltran, Brenda",Stow,54,4. College Grad,100.2,13319.9
"Nguyen, Nancy",Kent,31,4. College Grad,26.2,1777.63
"Turner, Shannon",Hudson,51,2. HS Grad,67.3,6239.75
"Hale, Danita",Fairlawn,52,2. HS Grad,39.8,4497.67
"Rogers, Hannah",Akron,62,3. Some College,39.4,4169.3
"Mccoy Jr, Cyrus",Fairlawn,41,4. College Grad,106.2,12206.53
"Kerby, Kaela",Solon,53,2. HS Grad,43.5,4664.9
"Cameron, Sierra",Fairlawn,53,1. < HS Grad,37,4885.29
"Loi, Franklin",Fairlawn,29,4. College Grad,62.1,8179.54
"Abarca, Ricardo",Solon,35,4. College Grad,180.2,25936.28
"Jones, Christian",Stow,30,1. < HS Grad,68.6,6947.71
"Tsegay, Jonna",Hudson,58,2. HS Grad,84.2,11223.79
"Ashline, Dustin",Fairlawn,45,4. College Grad,55.7,4691.11
"Feseha, Robert",Solon,45,4. College Grad,83,11434.28
"Simmons, Makeda",Fairlawn,56,4. College Grad,80.3,10356.46
"Hernandez, Talisha",Kent,40,2. HS Grad,88.6,11077.74
"Holiday, Danielle",Fairlawn,37,2. HS Grad,72.5,8687.44
"Ziegler, Kenton",Hudson,38,3. Some College,64.1,9044.89
"Harville, Reagan",Stow,47,2. HS Grad,26.3,4192.12
"Yohe-Ironwing, Justice",Fairlawn,30,4. College Grad,48.5,4867.08
"Mason, Sadie",Hudson,44,2. HS Grad,67.8,8425.24
"Young, Whitney",Fairlawn,30,3. Some College,67.6,7729.72
"Pang, Reno",Solon,51,4. College Grad,104.7,11302.9
"Chacon Jr, Tashaun",Twinsburg,32,4. College Grad,41.3,5006.13
"Hart, Dylan",Fairlawn,55,3. Some College,83,9230.3
"Trevino, Mariah",Kent,39,5. Advanced Degree,77.9,7955.69
"Castorena, Selena",Hudson,31,3. Some College,56.9,5652.13
"Palmier, Jackie",Kent,44,5. Advanced Degree,93.2,11586.16
"Jaramillo, Dominick",Kent,37,5. Advanced Degree,57.7,5829.34
"Bagaporo, Albert",Fairlawn,42,2. HS Grad,60,6270.37
"Dacuma, Austin",Fairlawn,47,3. Some College,89.4,9123.73
"West, George",Fairlawn,39,3. Some College,47.2,4179.36
"Tomlinson, Tre",Fairlawn,53,5. Advanced Degree,88.3,9136.2
"Heckman, Vincent",Fairlawn,49,5. Advanced Degree,69.5,7837.63
"Quilon, Adriano",Stow,43,1. < HS Grad,37.7,4442.07
"Palmerin, Gabriel",Stow,36,3. Some College,68.1,8090.75
"Brewer, Billy",Fairlawn,28,5. Advanced Degree,49.2,5893.71
"Givens, Asianae",Twinsburg,41,4. College Grad,76.7,9943.12
"Amasha, Christiana",Stow,48,3. Some College,71,8429.85
"Morales, Rosana",Twinsburg,57,2. HS Grad,35.9,5341.78
"Worthington, Malik",Hudson,30,4. College Grad,55,6580.67
"Kimbrel, Robyn",Hudson,33,3. Some College,57.9,5602.07
"Yamamoto, Teresa",Kent,60,2. HS Grad,64.6,5718.61
"Rhee, Thao",Akron,50,2. HS Grad,60,8195.6
"Warren, Korren",Fairlawn,31,2. HS Grad,43,4597.73
"Vathanavarin, Mitchell",Akron,54,1. < HS Grad,49.4,4057.65
"Lish, Sandeep",Stow,47,3. Some College,85.4,9799.13
"Hernandez, Brenda",Stow,60,3. Some College,67.2,7312.62
"Martinez, Desiree",Kent,41,5. Advanced Degree,39.5,3742.36
"Saucedo, Nathan",Kent,39,2. HS Grad,48.7,4930.07
"Roussell, Mykala",Twinsburg,47,3. Some College,66.8,6307.32
"Ward, Kalaysha",Fairlawn,42,4. College Grad,73.1,8423.72
"Gomez, Eisrael",Stow,40,5. Advanced Degree,80.4,9317.27
"Orosco, Lorena",Akron,51,4. College Grad,60.9,7847.92
"Gurreri, Jeremy",Stow,26,4. College Grad,56.6,8115.94
"Brickens, Ashley",Stow,36,2. HS Grad,24.6,4086.34
"Smith, Autumn",Stow,40,2. HS Grad,48.6,5601.34
"Oliva Montes, Vanessa",Kent,54,3. Some College,31.7,3253.32
"Brooks, Craig",Kent,71,4. College Grad,34.7,3157.28
"Turner, Andrew",Fairlawn,59,1. < HS Grad,50.2,5752.33
"Santiago, Miguel",Akron,45,5. Advanced Degree,55.3,6367.83
"Parker, Dakota",Akron,36,1. < HS Grad,34.9,3369.5
"Soriano, Valerie",Solon,28,1. < HS Grad,21.8,2395.66
"Harris, Derek",Solon,45,5. Advanced Degree,118.1,14507.87
"Thompson, Krysta",Fairlawn,55,4. College Grad,46.1,6714.11
"Windom, Ashanae",Kent,27,4. College Grad,61.7,5704
"Martinez, Tammara",Fairlawn,68,2. HS Grad,42,5873.55
"Viruet, Michael",Kent,46,2. HS Grad,71.8,6791.01
"Canty, Alexis",Akron,25,2. HS Grad,36.7,3523.44
"Rodriguez, Verlenne",Hudson,36,4. College Grad,91.9,10711.03
"Verdine, Celina",Fairlawn,25,2. HS Grad,64.9,7819.29
"Johnson, Deandre",Hudson,33,2. HS Grad,49.4,6102.49
"Perry, Matewos",Twinsburg,34,5. Advanced Degree,84.7,9434.34
"Mcandrew, Joshua",Fairlawn,45,2. HS Grad,59.8,7197.06
"Phillips, Andrew",Fairlawn,58,2. HS Grad,65.8,6996.51
"Kassahun, Kierian",Akron,51,5. Advanced Degree,80.5,9642.89
"Locke, Jonathon",Fairlawn,44,1. < HS Grad,52.5,5408.35
"Luper, Brooklyn",Hudson,51,4. College Grad,56.2,6321.39
"Vinson, Kamau",Hudson,20,3. Some College,42,5155.68
"Martinez, Alanna",Fairlawn,24,3. Some College,28.2,3762.91
"Cole, Delancy",Twinsburg,33,3. Some College,59.8,5264.08
"Testerman, Alysh",Twinsburg,59,4. College Grad,59.8,7349.78
"Agee-Woods, Tiana",Kent,28,3. Some College,54.2,6600.21
"Schubert, Elexis",Fairlawn,37,2. HS Grad,46.2,6732.66
"Greffenius, Arionna",Kent,33,5. Advanced Degree,108.7,14645.34
"Hinton, Richard",Solon,41,5. Advanced Degree,57.7,5401.28
"Ortega, Briana",Hudson,40,4. College Grad,97.3,10267.26
"Soto, Isaac",Fairlawn,44,1. < HS Grad,60.2,7725.72
"Wu, Kalia",Solon,47,3. Some College,84.2,11233.36
"Stewart, Xavier",Fairlawn,36,2. HS Grad,38,5430.58
"Mah, Tsuzuki",Kent,27,1. < HS Grad,36.8,3469.16
"Perez Valdovinos, Fabian",Stow,34,5. Advanced Degree,49.4,7224.63
"Hollins, Joseph",Fairlawn,42,4. College Grad,72.2,8725.55
"Arellano, Angelique",Fairlawn,46,4. College Grad,40,5344.37
"Medina, Ablene",Solon,26,3. Some College,50,6409.87
"Mills, Koi",Hudson,55,2. HS Grad,48.4,3821.52
"Davis, Young",Fairlawn,23,3. Some College,31.3,4694.02
"Chacon, Casey",Kent,32,2. HS Grad,42.4,3693.21
"Han, Kelvin",Akron,42,2. HS Grad,55.4,7259.49
"Wiebe, Grace",Kent,24,3. Some College,41.3,5793.9
"Radzihovsky, Hannan",Akron,49,4. College Grad,47.3,4245.68
"Blueeyes, Alvina",Twinsburg,34,3. Some College,54.5,5939.95
"Rediros, Mackenzie",Stow,35,5. Advanced Degree,120.7,17410.26
"Yu, Julia",Twinsburg,53,2. HS Grad,55.4,5927.99
"Heiderstadt, Haseeb",Fairlawn,68,1. < HS Grad,65.3,6778.97
"Rape, Quinten",Akron,55,2. HS Grad,55.5,6731.18
"Radebaugh, Deshawn Joseph",Kent,50,2. HS Grad,75.6,8574.25
"Page, Clayton",Fairlawn,19,2. HS Grad,37.2,4588.71
"Ortega, Uriel",Fairlawn,58,2. HS Grad,89.7,12003.52
"Bantiling, Chandler",Fairlawn,55,3. Some College,36.2,3547.43
"Kehe, Nikolas",Kent,25,2. HS Grad,49.6,4892.45
"Whiteskunk, Margarita",Twinsburg,44,4. College Grad,183.5,25727.66
"Martinez, Briana",Akron,41,3. Some College,46.1,4771.73
"Benmajed, Sarah",Solon,30,2. HS Grad,44,6025.25
"Fenton, Katie",Kent,58,3. Some College,58.3,5401.46
"Sandoval, Ayana",Fairlawn,30,3. Some College,52.3,6520.16
"Cruz, Gautham",Twinsburg,21,3. Some College,38.2,3741.66
"Jackson, Shanita",Kent,18,2. HS Grad,47.1,4868.12
"Agyemfra, Ramate",Fairlawn,51,4. College Grad,123,14593.57
"Millman, Chandler",Fairlawn,40,5. Advanced Degree,43.7,4801.41
"Mendoza, Eric",Kent,56,2. HS Grad,50.2,5366.32
"Benjamin, Renee",Akron,33,5. Advanced Degree,63.2,7617.1
"Tyse, Seth",Kent,27,2. HS Grad,31.2,3385.61
"Ng, Alexia",Kent,44,2. HS Grad,180.7,24640.76
"Perry, Annika",Kent,48,3. Some College,49,4475.59
"Ford Nunn, Kelia",Akron,47,4. College Grad,66.3,7363.11
"Haynes, Amber",Hudson,35,3. Some College,65.6,5892.18
"Trang, Sabrina",Kent,51,5. Advanced Degree,79.2,8509.85
"Lewis, Luke",Twinsburg,24,4. College Grad,60.5,7524.24
"Mckelvin, Nina",Solon,37,2. HS Grad,44.8,4217.18
"Taylor, Madeline",Fairlawn,65,4. College Grad,71.1,8907.96
"Dunlap, Tevin",Akron,54,4. College Grad,51.5,5283.11
"Utu, Stephen",Akron,37,4. College Grad,94,10795.28
"Cox, Brandon",Fairlawn,48,3. Some College,57.2,5204.56
"Talley, Neelish",Akron,55,4. College Grad,76.2,7561.63
"Dixon, Giovanni",Solon,30,4. College Grad,78.8,10477.45
"Sarracino, Antonio",Akron,45,2. HS Grad,54,5568.3
"Valerio, Aurey",Fairlawn,40,4. College Grad,41.9,4869.01
"Gehring, Janelle",Solon,41,4. College Grad,38.8,3499.67
"Hewitt, Survoy",Kent,48,1. < HS Grad,35.2,3038.09
"Kim, Oscar",Stow,20,3. Some College,41.9,5145.96
"Sperry, Kang",Stow,40,2. HS Grad,32.5,2316.26
"Fritz, Mckenzie",Stow,30,5. Advanced Degree,62.7,5452
"Robles, Martha",Fairlawn,42,4. College Grad,191,27228.19
"Khamsoulinh, Timothy",Fairlawn,49,2. HS Grad,38,4055.57
"Mckenzie, Sadyan",Kent,21,4. College Grad,178.6,24532.36
"Simpson, Christian",Kent,45,2. HS Grad,40.9,6111.59
"Kimmerle, Jessica",Hudson,29,1. < HS Grad,40.2,4409.43
"Millen, Tyler",Solon,40,3. Some College,56.7,5722.75
"Parrow, Dante",Kent,57,4. College Grad,49.1,4220.26
"Williams, Tyree",Akron,48,2. HS Grad,36.8,3416.22
"Apaez, Marisela",Akron,51,2. HS Grad,51.6,4336.21
"Karsanbhai, Kelsey",Akron,57,2. HS Grad,40.7,4657.02
"Naranjo, Aaron",Stow,48,3. Some College,58.3,6814.57
"Plunkett-Eliott, Tareia",Twinsburg,62,2. HS Grad,21.8,1651.74
"Franco Duarte, Carlos",Kent,51,5. Advanced Degree,60.8,7698.05
"Riley, Avion",Akron,26,2. HS Grad,28.5,4032.54
"Gloyd, Jacob",Stow,23,3. Some College,40.7,4620.86
"Phantharangsy, Justin",Fairlawn,52,3. Some College,65.2,5917.99
"Cottrell, Brandon",Akron,50,3. Some College,58.2,8573.15
"Parker, Thayne",Fairlawn,31,3. Some College,55.5,7455.18
"Atencio, Malcolm",Solon,52,3. Some College,60.7,5215.93
"Hutchinson, Kelsey",Stow,49,2. HS Grad,47.3,5729.54
"Sablan, Hunter",Fairlawn,42,3. Some College,55.1,8089.04
"Smeal, Cheyenne",Kent,34,2. HS Grad,27,2210.16
"Montez, Timothy",Hudson,29,2. HS Grad,60.7,6030.51
"Rodriguez, Liliana",Kent,34,1. < HS Grad,30.6,4066.29
"Adams, Brandon",Fairlawn,46,5. Advanced Degree,67.8,6833.59
"Wollner, Samantha",Akron,43,2. HS Grad,42.3,4352.72
"Valdo, Sean",Kent,42,2. HS Grad,41.9,3202.59
"Wong, Johnaton",Fairlawn,46,2. HS Grad,59.7,7225.28
"Tomlinson, Gregory",Hudson,56,2. HS Grad,56.1,6633.66
"Phanthavongsa, Cindy",Akron,66,4. College Grad,35.2,2870.45
"Chavira, Anthony",Hudson,29,5. Advanced Degree,59.6,5922
"Hurtado, Jeffery",Akron,44,5. Advanced Degree,43.5,6603.26
"Miller, Taylor",Fairlawn,46,3. Some College,86.3,10155.42
"Gutierrez, Destiny",Kent,38,1. < HS Grad,36,4395.52
"Moffitt Lucas, Ladan",Fairlawn,51,3. Some College,35.9,4862.06
"Duran, William",Akron,36,3. Some College,39.1,5677.89
"Guerrero, Marisela",Akron,34,5. Advanced Degree,33.5,3473.27
"Madrill, Abigail",Fairlawn,49,5. Advanced Degree,80.5,11554
"Thang, Taylor",Kent,35,3. Some College,83.7,9415.35
"Monger, Erica",Fairlawn,35,4. College Grad,89.1,8869.96
"Yi, Alan",Kent,39,4. College Grad,189.8,24728.08
"Vaninger, Austin",Solon,46,2. HS Grad,45.4,6017.41
"Galdean, Adriana",Akron,67,2. HS Grad,44.1,6767.96
"Carroll, Madisyn",Akron,48,5. Advanced Degree,71.4,7915.52
"Flores, Mikayla",Akron,44,1. < HS Grad,39.5,3979.55
"Shuler, Jomo",Fairlawn,61,2. HS Grad,62.7,8793.04
"Jeffries, Keiasha",Twinsburg,43,3. Some College,51.4,7154.09
"Robertson, Daniel",Akron,44,4. College Grad,100.3,10447.57
"Kama-Mccabe, Miki",Hudson,50,4. College Grad,92.2,9479.13
"Nobrega, David Anthony",Fairlawn,38,3. Some College,86.8,9451.41
"Young, Cesar",Hudson,27,4. College Grad,57.2,7670.33
"Mckay, Fahrraan",Solon,30,3. Some College,54.5,5271.31
"Galvez, Katie",Hudson,47,3. Some College,62.8,6796.24
"Chavira, Santiago",Akron,40,1. < HS Grad,42,3740.06
"Hawk, Samantha",Hudson,56,4. College Grad,64.5,9226.18
"Pardo, Carlos",Solon,29,4. College Grad,25.9,2558.63
"Mounce, Joshua",Fairlawn,44,2. HS Grad,57.7,7152.48
"Koontz, Lakota",Fairlawn,36,4. College Grad,27.4,3975.72
"Jackson, Jamonie",Fairlawn,31,2. HS Grad,35.6,3757.56
"Arens, Athena",Akron,47,2. HS Grad,31.6,3447.39
"Chalmers, Andre",Kent,50,5. Advanced Degree,99.3,12736.41
"Garcia, Heidy",Fairlawn,30,3. Some College,67.6,9654.07
"Bartlett, Muajkoob",Kent,41,2. HS Grad,46,6305.44
"Davila, Cruz",Kent,26,2. HS Grad,37.3,3586.4
"Onexayvieng, Vinson",Fairlawn,44,2. HS Grad,41.7,4742.48
"Schloesser, Dylan",Akron,34,1. < HS Grad,14.3,1913.91
"Meza Chavez, Danielle",Fairlawn,60,3. Some College,71.7,6791.21
"King, Stephanie",Akron,59,5. Advanced Degree,58.8,7197.49
"Kelley, Zoe",Akron,42,3. Some College,78.6,10967.67
"Pradhan, Marianne",Kent,39,2. HS Grad,44.5,4451.89
"Prieto, Patrick",Fairlawn,18,2. HS Grad,23.2,3359.96
"Sandoval, John",Kent,59,3. Some College,48.7,6532.4
"Hsin, Cory",Twinsburg,44,3. Some College,46.4,5947.89
"Fischer, Alexis",Akron,32,4. College Grad,53.8,4621.98
"Hong, Zachary",Akron,42,5. Advanced Degree,69.1,7817.84
"Oester, Olivia",Akron,65,4. College Grad,52.6,6097.99
"Garcia, Ena",Akron,54,4. College Grad,185.4,27078.8
"Dettmann, Sierra",Fairlawn,33,1. < HS Grad,36.9,5651.81
"Lakkaraju, Simon",Kent,45,3. Some College,60.9,8491.19
"Atkinson, David",Fairlawn,42,3. Some College,49.6,6965.34
"Anderson, Abegail",Kent,20,5. Advanced Degree,63.1,7387.35
"Quick Bear, Alisa",Hudson,49,2. HS Grad,104.3,12320.17
"Wilkins, Levi",Akron,39,2. HS Grad,57.3,8421.33
"Locke, Nicholas",Kent,27,3. Some College,59,8095.19
"Yang, Patrick",Fairlawn,47,1. < HS Grad,91.1,11836
"Boehlke, Kristian",Fairlawn,24,2. HS Grad,74.6,8556.34
"Baker, Izaiah",Fairlawn,37,2. HS Grad,66.2,7926.04
"Cordova, Anthony",Solon,55,4. College Grad,91.9,10927.32
"Mengesha, Ronell",Akron,47,5. Advanced Degree,44.5,3391.94
"Underwood, Danielle",Akron,38,3. Some College,46.5,5669.06
"Adroa, Dominic",Stow,28,1. < HS Grad,29.5,4197.19
"Boyer, Joshua",Fairlawn,49,5. Advanced Degree,118.2,16950.67
"Benally, Harrison",Akron,25,3. Some College,38.7,5519.42
"Bison, Gabriel",Fairlawn,55,3. Some College,68.9,6250.33
"Lee, Loan Mai",Fairlawn,31,5. Advanced Degree,54.6,5703.82
"Kellenberger, Barbara",Akron,39,2. HS Grad,66.8,8254.08
"Jenkins, Jonathan",Fairlawn,31,3. Some College,57,5256.58
"Dominguez, Charles",Akron,37,3. Some College,28.7,4803.56
"Mcconnell, Molly",Akron,31,4. College Grad,9.1,2525.32
"Flores-Gutierrez, Jesse",Akron,64,1. < HS Grad,57.3,7205.04
"Roberts, Salah",Kent,54,2. HS Grad,85.4,11330.66
"Jensen, Lisa",Fairlawn,43,3. Some College,86.6,11951.66
"De La Rosa, Lisa",Twinsburg,46,5. Advanced Degree,72,6999.87
"Mcclendon, Christian",Solon,52,4. College Grad,45.3,4748.65
"Castillo, Alondra",Akron,35,2. HS Grad,57.4,6354.65
"Wilfahrt, Sara",Akron,52,4. College Grad,65,9143.3
"Perry-Woods, Rukiya",Fairlawn,69,3. Some College,54.3,6114.49
"Boatright, Matthew",Fairlawn,38,2. HS Grad,35.8,5139.76
"Solomon, Carolyn",Fairlawn,38,2. HS Grad,30.2,4637.96
"Xiong, Kyle",Hudson,59,3. Some College,83.1,8787.25
"Munro, Cinthia",Twinsburg,38,4. College Grad,82.4,10857.74
"Shields, Michael",Stow,41,3. Some College,62.8,8254.69
"De Guzman, Yen Nhi",Twinsburg,37,4. College Grad,44.3,3539.88
"Hemlock, Tabitha",Akron,43,4. College Grad,56.7,5057.11
"Dhanani, Bailey",Akron,42,1. < HS Grad,30,3090.46
"Ontiveros, Ezequiel",Fairlawn,36,4. College Grad,71.9,8174.27
"Fluckes, Giavonie",Solon,26,4. College Grad,48.3,4401.24
"Henke, Miguel",Akron,25,4. College Grad,27.1,1720.53
"Irvin, Shaunyce",Akron,52,2. HS Grad,30.9,4955.77
"Alonso Holtorf, James",Akron,60,4. College Grad,178.8,25474.72
"Ngo, Maya",Akron,34,3. Some College,42.9,4720.74
"Goodman, Jaquelin",Twinsburg,40,2. HS Grad,32.2,3482.13
"Barron, Alysia",Fairlawn,18,3. Some College,14.2,640.78
"Chen, Sanket",Solon,54,4. College Grad,98.1,13279.88
"Delaney, De'Ozhiana",Fairlawn,53,3. Some College,46.8,6814.76
"Broz, Bailey",Akron,29,3. Some College,31.5,3231.18
"Provolt, Samuel",Fairlawn,51,2. HS Grad,45.5,4825.62
"Camacho, Jamie",Akron,31,3. Some College,47.3,4449.55
"Gapinski, Taylor",Akron,24,2. HS Grad,38,2862.7
"Difazio, Shane",Hudson,25,1. < HS Grad,38.5,5405.45
"Matuszczak, Kendal",Kent,47,4. College Grad,26.8,1712.62
"Yeh, Yiyang",Kent,47,5. Advanced Degree,102.5,12996.52
"Sweetwater, Warren",Akron,43,3. Some College,39.7,3024.69
"Tupper, Liana",Kent,33,2. HS Grad,81.3,10754.81
"Mutamba, Fredrick",Akron,38,4. College Grad,58.5,7248.57
"Epps, Mariah",Fairlawn,43,1. < HS Grad,36.8,5593.23
"Thomas, Paulina",Fairlawn,30,4. College Grad,75.6,7292.38
"Pervis, Kimberly",Stow,48,5. Advanced Degree,192.1,25469.01
"Hypio, Oming",Kent,28,3. Some College,67.9,9795.17
"Benally, Kami",Kent,43,2. HS Grad,46.5,3586.56
"Kerbel, Connir",Akron,62,2. HS Grad,35,3075.08
"Waldo, K'Lei",Kent,32,1. < HS Grad,50.4,6042.6
"Larson, Tyler",Akron,31,2. HS Grad,43.2,5372.32
"Weaver, Manuel",Solon,58,2. HS Grad,37.4,2681.64
"Armstrong, Trevor",Twinsburg,66,4. College Grad,42.4,5979.93
"Ellis, Randal",Kent,24,5. Advanced Degree,63.3,6150.88
"Varner, Cody",Akron,53,3. Some College,48.5,4468.34
"Gallegos, James",Fairlawn,30,2. HS Grad,32.6,2433.29
"Navarrete, Noemi",Kent,30,1. < HS Grad,41.2,5687.56
"Howes, Sheila",Akron,45,4. College Grad,97.3,11579.49
"Eschino, Cody",Twinsburg,34,4. College Grad,182.4,23519.72
"Ness, Hanna",Akron,42,4. College Grad,91.4,10954.45
"Tufts, Shelara",Akron,45,4. College Grad,63.1,6609.44
"Lam, Anh",Akron,43,5. Advanced Degree,117.5,15997.21
"Miller, Samara",Fairlawn,41,5. Advanced Degree,110.9,11915.37
"Sayavong, Deven",Kent,40,3. Some College,55.7,5033.69
"Black, David",Akron,65,2. HS Grad,34.3,5078.07
"Pontilo, Kiet",Fairlawn,29,3. Some College,40.6,4381.94
"Garcia, Perla",Twinsburg,42,3. Some College,60.2,6922.9
"Vargas, Jessica",Akron,48,2. HS Grad,29.5,1899.93
"Russell, Lacey",Solon,46,4. College Grad,30.9,4673.41
"Diaz, Nicole",Akron,26,1. < HS Grad,20.9,3364.82
"Walsh, Jacquelyn",Fairlawn,55,5. Advanced Degree,77.7,9393.83
"Reynolds, Salina",Fairlawn,53,5. Advanced Degree,37.9,2974.03
"Price, Markell",Akron,29,2. HS Grad,19,3695.1
"Nguyen, Paradis",Fairlawn,42,4. College Grad,91.8,11536.06
"Byrnes, Maya",Akron,54,1. < HS Grad,35,3298.61
"Comcowich, Tyeler",Akron,49,4. College Grad,50,5349.81
"Gonzalez, Crystal",Akron,46,4. College Grad,61.3,7918.2
"Cho, Deanna",Akron,47,4. College Grad,44.4,3868.16
"Ball, Niko",Fairlawn,33,5. Advanced Degree,65.3,6969.96
"Baker, Usama",Kent,28,3. Some College,24,3862.21
"Chipman, Sara",Fairlawn,34,3. Some College,71.8,7553.88
"Marban-Ruiz, Steven",Akron,26,3. Some College,28.8,3017.84
"Favela-Vargas, Daniela",Fairlawn,50,1. < HS Grad,48,5851.92
"Smith, Olivia",Fairlawn,51,5. Advanced Degree,75.8,10880.88
"Mason, Rachelle",Akron,41,4. College Grad,117.6,13550.1
"Perkins, Sarah",Solon,50,2. HS Grad,73,9980.25
"Sells, Aaron",Akron,62,5. Advanced Degree,109.4,13892.25
"Moua, Yutaro",Fairlawn,52,2. HS Grad,42.5,3299.17
"Acosta, Canion",Twinsburg,26,3. Some College,47,6176.49
"Martinez, Kelsey",Twinsburg,19,2. HS Grad,32.2,3075.14
"Davis, Shakedia",Fairlawn,54,3. Some College,77.1,7322.34
"Reifsteck, Patience",Kent,44,2. HS Grad,29.4,3206.33
"Bray, Jarred",Kent,27,2. HS Grad,44.1,3414.55
"Mace, Lucas",Kent,32,3. Some College,66.5,6995.16
"Sibbald, Tianna",Hudson,58,2. HS Grad,60.6,6739.1
"Balderas Aguilar, Velhia",Kent,39,1. < HS Grad,32.9,2865.11
"Van, Brandon",Akron,44,2. HS Grad,50.5,4546.65
"Petersian, Acelynn",Stow,30,5. Advanced Degree,85.9,11836.48
"Kershner, Taylor",Twinsburg,40,4. College Grad,51.3,6540.73
"Littlewhiteman, Caleb",Hudson,40,3. Some College,39,4267.94
"Bene, Claire",Fairlawn,39,2. HS Grad,64.9,8151.52
"Paul, Courtney",Stow,18,1. < HS Grad,23.1,1458.96
"Castillo Garcia, Marco",Kent,36,3. Some College,43.2,4445.18
"Owens, Lisa",Kent,54,5. Advanced Degree,124.8,15314.24
"Johnson, Skylar",Akron,38,3. Some College,30.2,3836.94
"Medina, Anita",Fairlawn,41,2. HS Grad,32.4,4683.48
"Wongveerakul, Jim",Akron,57,3. Some College,52.1,5467.21
"Heidrich, Anfernee",Akron,43,3. Some College,40,6079.1
"Dave, Isaac",Kent,22,2. HS Grad,33.3,2320.23
"Rico, Alfredo",Fairlawn,35,2. HS Grad,41.9,4368.71
"Lofton, Deidra",Kent,33,2. HS Grad,50.6,7331.66
"Moore, Bruce",Kent,30,2. HS Grad,35.3,4159.17
"Shoun, Paige",Akron,50,4. College Grad,68.3,7664.76
"Brandon, Breanna",Akron,42,3. Some College,34.2,2711.4
"Truong, Ashley",Fairlawn,38,2. HS Grad,50,4246.83
"Bugarin Jr, Myles",Solon,62,2. HS Grad,43.3,4598.71
"Fierro, Shanta",Kent,43,4. College Grad,53.9,4519.05
"Gonzalez, Jaime",Fairlawn,39,2. HS Grad,38.1,3882.74
"Ponder, Jalessa",Fairlawn,44,3. Some College,63.7,9011.37
"Ironwing, Tyana",Fairlawn,18,3. Some College,19.2,2531.46
"Bush, Lindsey",Twinsburg,39,4. College Grad,94.8,10481.93
"Marquez, Jacqueline",Twinsburg,33,4. College Grad,64.9,9124.01
"Clayton, Mckenzie",Akron,37,4. College Grad,34.7,5504.71
"Farley, Johnnie",Fairlawn,52,3. Some College,113.4,12588.45
"Beard, Jada",Akron,25,2. HS Grad,10.9,483.43
"Trujillo, Nina",Stow,36,2. HS Grad,32.8,2568.47
"Vincent, Alex",Akron,34,5. Advanced Degree,68.1,7643.24
"Holguin, Dominique",Kent,19,4. College Grad,100.5,13173.35
"Kim, Annie",Fairlawn,44,3. Some College,58.2,6098.38
"Baca, Lauren",Akron,60,5. Advanced Degree,116.8,13039.06
"Scheaffer, Heather",Kent,35,3. Some College,36.6,3428.88
"Morales, Ruben",Fairlawn,34,2. HS Grad,46.9,5066.29
"Taylor, Justin",Stow,29,3. Some College,52.1,4476.5
"Baucke, Ian",Kent,45,2. HS Grad,39.8,5844.44
"Schoen, Brittany",Solon,45,2. HS Grad,41,3883.73
"Curtis, Keyana",Akron,30,4. College Grad,56.4,5323.32
"Ramos Ruiz, Kaitlin",Hudson,33,4. College Grad,65.4,6791.73
"Medina, Lucarrio",Akron,39,4. College Grad,81.7,11223.42
"Bentan, Kerry",Twinsburg,42,2. HS Grad,79.7,10809.74
"Fairbank'S, Xavier",Solon,54,5. Advanced Degree,84.6,8984.06
"Garcia, Bryce",Twinsburg,39,4. College Grad,91.9,9261.35
"Baasch, Sa'Vannah",Stow,47,5. Advanced Degree,64.8,5878.2
"Lopez Espinal, Howard",Akron,51,5. Advanced Degree,80.3,10033.8
"La, Tatiana",Hudson,47,2. HS Grad,81.1,9257.97
"Wickham, Vidath",Kent,71,3. Some College,34.3,4703.65
"Williams, Hayat",Twinsburg,49,2. HS Grad,61.5,6158.62
"Johnson, J Shun",Fairlawn,32,3. Some College,60.1,7882.58
"Walthall-York, Maurica",Kent,37,5. Advanced Degree,80,10777.49
"Williams, Dave",Solon,51,4. College Grad,66.2,8024.21
